nct_id,brief_title,official_title,overall_status,start_date,completion_date,last_update,study_type,phase,enrollment,enrollment_type,allocation,intervention_model,primary_purpose,masking,condition,intervention_name,intervention_type,primary_outcome_count,secondary_outcome_count,min_age,max_age,sex,healthy_volunteers,lead_sponsor_name,lead_sponsor_class,collaborator_count,location_count,countries
NCT01629381,Efficacy of RIvaroxaban for Prevention of Venous Thromboembolism After Knee Arthroscopy,Efficacy of RIvaroxaban for Prevention of Venous Thromboembolism After Knee Arthroscopy: a Randomized Double-blind Trial (ERIKA Study),COMPLETED,2012-05,2014-03,2021-05-21,INTERVENTIONAL,PHASE2,500.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,DOUBLE,Venous Thromboembolism|Haemorrhage,Rivaroxaban|placebo,DRUG,2,2,18 Years,,ALL,False,University of Padova,OTHER,0,9,Italy
NCT01453881,Fine Particle pMDI Formoterol/Beclomethasone in Asthmatics With and Without Spacer: Comparative Efficacy Evaluation,Randomized Clinical Trials to Compare Asthma Control Efficacy of the Fine-particle Combination Formoterol/Beclomethasone by pMDI Administered With and Without Spacer.,COMPLETED,2011-04,2013-06,2015-03-31,INTERVENTIONAL,PHASE3,45.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Asthma,Spacer|Comparator,DEVICE,1,1,18 Years,65 Years,ALL,False,Universidade Federal de Pernambuco,OTHER,1,1,Brazil
NCT04828161,"A Dose Finding, Efficacy and Safety Study of Ensovibep (MP0420) in Ambulatory Adult Patients With Symptomatic COVID-19","A Randomized, Double-blind, Placebo-controlled, Multicenter Study of Ensovibep (MP0420) in Ambulatory Adult Patients With Symptomatic COVID-19 - The ""EMPATHY"" Trial",TERMINATED,2021-05-10,2022-01-27,2026-01-27,INTERVENTIONAL,PHASE2|PHASE3,407.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,COVID-19,ensovibep|Placebo,DRUG,2,16,18 Years,,ALL,False,Novartis Pharmaceuticals,INDUSTRY,1,48,United States|Hungary|South Africa|Netherlands|India
NCT03070886,Antiandrogen Therapy and Radiation Therapy With or Without Docetaxel in Treating Patients With Prostate Cancer That Has Been Removed by Surgery,Phase II-III Trial of Adjuvant Radiotherapy and Androgen Deprivation Following Radical Prostatectomy With or Without Adjuvant Docetaxel,COMPLETED,2017-04-05,2025-10-31,2026-01-14,INTERVENTIONAL,PHASE2|PHASE3,612.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Stage I Prostate Adenocarcinoma AJCC v7|Stage II Prostate Adenocarcinoma AJCC v7|Stage III Prostate Adenocarcinoma AJCC v7,Bicalutamide|Degarelix|Docetaxel|External Beam Radiation Therapy|Flutamide|Goserelin|Goserelin Acetate|Laboratory Biomarker Analysis|Leuprolide|Leuprolide Acetate|Nilutamide,RADIATION|DRUG|OTHER,2,6,18 Years,,MALE,False,NRG Oncology,OTHER,1,313,Canada|United States|Puerto Rico
NCT01967173,Best African American Response to Asthma Drugs,Best African American Response to Asthma Drugs,COMPLETED,2014-02,2017-07-01,2018-11-15,INTERVENTIONAL,PHASE3,574.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,QUADRUPLE,Asthma,Flovent Diskus® 100 mcg|Flovent Diskus® 250 mcg|Flovent Diskus® 500 mcg|Advair Diskus® 100/50 mcg|Advair Diskus® 250/50 mcg,DRUG,1,0,5 Years,,ALL,False,Milton S. Hershey Medical Center,OTHER,1,28,United States
NCT01531673,Study of VX-661 Alone and in Combination With Ivacaftor in Subjects Homozygous or Heterozygous to the F508del-Cystic Fibrosis Transmembrane Conductance Regulator(CFTR) Mutation,"A Phase 2, Multicenter, Double-Blinded, Placebo Controlled Study to Evaluate Safety, Efficacy, Pharmacokinetics, and Pharmacodynamics of VX-661 Monotherapy and VX-661/Ivacaftor Cotherapy in Subjects With Cystic Fibrosis, Homozygous or Heterozygous for the F508del-CFTR Mutation",COMPLETED,2012-02,2014-03,2018-04-13,INTERVENTIONAL,PHASE2,194.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Cystic Fibrosis,VX-661|Ivacaftor|Placebo matched to VX-661|Placebo matched to ivacaftor,DRUG,4,14,12 Years,,ALL,False,Vertex Pharmaceuticals Incorporated,INDUSTRY,0,36,Canada|United States|Germany|United Kingdom
NCT02730169,Safety and Efficacy of BGS649 in Male Obese Subjects With Hypogonadotropic Hypogonadism,"A Phase IIb Multicentre, Double-Blind, Dose-Ranging, Randomised, Placebo-Controlled Study Evaluating Safety and Efficacy of BGS649 in Male Obese Subjects With Hypogonadotropic Hypogonadism",COMPLETED,2016-05-12,2018-05-19,2022-09-14,INTERVENTIONAL,PHASE2,271.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Hypogonadotropic Hypogonadism,BGS649|Placebo,DRUG,1,7,18 Years,65 Years,MALE,False,Mereo BioPharma,INDUSTRY,0,63,Spain|United States|Italy|United Kingdom
NCT02491983,"Palbociclib in Combination With Fulvestrant or Letrozole in Patients With ER+, HER2- Advanced Breast Cancer","A Randomized, Multicenter, Open-label, Phase II Trial to Evaluate the Efficacy and Safety of Palbociclib in Combination With Fulvestrant or Letrozole in Patients With HER2 Negative, ER+ Metastatic Breast Cancer",COMPLETED,2015-08,2020-01,2024-12-09,INTERVENTIONAL,PHASE2,486.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Metastatic Breast Cancer,Palbociclib|Fulvestrant|Letrozole,DRUG,1,5,18 Years,,FEMALE,False,MedSIR,OTHER,0,48,Spain|Italy|United Kingdom|Russia|France|Germany|Czechia
NCT02802254,Increasing Risk Perception of Physical Activity Using Patient-targeted Feedback.,Increasing Risk Perception of Physical Activity Using Patient-targeted Feedback: Randomized Controlled Trial.,COMPLETED,2016-08,2017-06,2022-08-09,INTERVENTIONAL,PHASE2|PHASE3,121.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,Hypertension|Coronary Disease|Cardiac Diseases,Patient-targeted individual physical-activity-feedback|Pedometer,DEVICE|BEHAVIORAL,1,10,18 Years,75 Years,ALL,False,Universitätsklinikum Hamburg-Eppendorf,OTHER,0,2,Germany
NCT01433354,"Long-term, Safety and Tolerability Study of AFQ056 in Adolescent Patients With Fragile X Syndrome (Open-label)",An Open-label Study to Evaluate the Long-term Safety and Tolerability of AFQ056 in Adolescent Patients With Fragile X Syndrome,TERMINATED,2011-11,2014-09,2016-03-24,INTERVENTIONAL,PHASE2|PHASE3,119.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Fragile X Syndrome,AFQ056,DRUG,1,0,12 Years,18 Years,ALL,False,Novartis Pharmaceuticals,INDUSTRY,0,28,Spain|Denmark|United States|Australia|Belgium|Italy|United Kingdom|France|Germany|Israel|Netherlands|Switzerland|Sweden
NCT02263105,Efficacy and Tolerability of Cisplatin Plus Alternating Weekly Temozolomide in Recurrent High-grade Gliomas,Efficacy and Tolerability of Cisplatin Plus Alternating Weekly Temozolomide in Recurrent High-grade Gliomas: A Single-arm Prospective Phase II Clinical Study,COMPLETED,2014-10,2018-06,2018-07-17,INTERVENTIONAL,PHASE2,67.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,High-grade Gliomas,CDDP|Temozolomide,DRUG,1,1,18 Years,75 Years,ALL,False,Huashan Hospital,OTHER,0,1,China
NCT03541005,Evaluation of Obex® in Overweight and Obesity,Efficacy and Safety of the Obex® Nutritional Supplement in Overweight and Obese Subjects: Phase III.,COMPLETED,2018-10-01,2021-07-03,2021-10-21,INTERVENTIONAL,PHASE3,160.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Overweight and Obesity,Obex|Placebo,DIETARY_SUPPLEMENT,3,13,20 Years,65 Years,ALL,False,Catalysis SL,INDUSTRY,0,1,Cuba
NCT01085266,An Extension of the HORIZON Protocol Evaluating the Safety of Dimebon (Latrepirdine) in Subjects With Huntington Disease,HORIZON-Plus: An Open-Label Extension of the HORIZON Protocol (DIM20) Evaluating the Safety of Dimebon (Latrepirdine) in Subjects With Huntington Disease,TERMINATED,2010-02,,2016-10-12,INTERVENTIONAL,PHASE3,362.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Huntington Disease,Dimebon (latrepirdine),DRUG,0,0,30 Years,,ALL,False,"Medivation, Inc.",INDUSTRY,1,0,
NCT04579666,MERIDIAN: A Study to Evaluate the Efficacy and Safety of Pegcetacoplan in Adults With Amyotrophic Lateral Sclerosis (ALS),"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate the Efficacy and Safety of Pegcetacoplan in Subjects With Amyotrophic Lateral Sclerosis (ALS)",TERMINATED,2020-09-30,2023-07-13,2025-04-24,INTERVENTIONAL,PHASE2,249.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Amyotrophic Lateral Sclerosis|Motor Neuron Disease,Pegcetacoplan (APL-2)|Placebo,DRUG|OTHER,5,11,18 Years,,ALL,False,"Apellis Pharmaceuticals, Inc.",INDUSTRY,0,60,Japan|United States|Australia|Belgium|Italy|Spain|Ireland|Ukraine|United Kingdom|France|Poland|Germany|Netherlands|Czechia
NCT02314156,Transdermal or Oral Telapristone Acetate in Treating Patients Undergoing Mastectomy,Intra-mammary Distribution of Transdermal Telapristone Versus Oral Telapristone: A Randomized Window Trial in Women Undergoing Mastectomy,COMPLETED,2015-10,2021-05,2023-02-22,INTERVENTIONAL,PHASE2,67.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,BRCA1 Mutation Carrier|BRCA2 Mutation Carrier|Ductal Breast Carcinoma In Situ|Lobular Breast Carcinoma In Situ|Stage 0 Breast Cancer|Stage IA Breast Cancer|Stage IB Breast Cancer|Stage IIA Breast Cancer|Stage IIB Breast Cancer,Telapristone Acetate|Placebo|Telapristone Acetate|Placebo|Laboratory Biomarker Analysis|Questionnaire Administration,DRUG|OTHER,1,7,18 Years,,FEMALE,False,Northwestern University,OTHER,1,3,United States
NCT02154529,Study of the Combination of KD019 and Trastuzumab in Subjects With HER2-Positive Metastatic Breast Cancer,A Phase 1b/2a Study of the Combination of KD019 and Trastuzumab in Subjects With HER2-Positive Metastatic Breast Cancer,TERMINATED,2014-05,2015-09-13,2022-04-27,INTERVENTIONAL,PHASE1|PHASE2,17.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,HER-2 Positive Breast Cancer|Metastatic Malignant Neoplasm to Brain,Tesevatinib|Trastuzumab,DRUG,2,5,18 Years,,FEMALE,False,"Kadmon Corporation, LLC",INDUSTRY,0,6,United States
NCT05280002,Adipose-tissue-derived Total-Stromal-cells (TOST) Therapy in Knee Osteoarthritis,Outcomes of Single Intra-articular Injection of Adipose-tissue-derived Total-Stromal-cells (TOST) Therapy in Knee Osteoarthritis,COMPLETED,2018-01-01,2021-12-31,2022-03-15,INTERVENTIONAL,PHASE2,30.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,SINGLE,Osteoarthritis Knees,Adipose Tissue derived Total-Stromal-Cells (TOST),BIOLOGICAL,3,0,40 Years,80 Years,ALL,False,"Bangabandhu Sheikh Mujib Medical University, Dhaka, Bangladesh",OTHER,1,1,Bangladesh
NCT06083753,Study to Evaluate the Safety and Efficacy of PIPE-307 in Subjects With Relapsing-Remitting Multiple Sclerosis,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Dose-Ranging Multicenter Study to Evaluate the Safety and Efficacy of Oral PIPE-307 as an Adjunctive Treatment in Subjects With Relapsing-Remitting Multiple Sclerosis",COMPLETED,2023-11-06,2025-08-04,2025-10-23,INTERVENTIONAL,PHASE2,182.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,TRIPLE,Relapsing Remitting Multiple Sclerosis,PIPE-307 Dose A|PIPE-307 Dose B|Placebo,DRUG,2,8,18 Years,50 Years,ALL,False,Contineum Therapeutics,INDUSTRY,0,21,United States
NCT02392637,"Gemcitabine Hydrochloride, Cisplatin, and Nab-Paclitaxel in Treating Patients With Advanced or Metastatic Biliary Cancers","A Phase II Study of Gemcitabine, Cisplatin, and Abraxane in Advanced Biliary Cancers",COMPLETED,2015-04-02,2020-08-13,2022-02-02,INTERVENTIONAL,PHASE2,62.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Stage III Intrahepatic Cholangiocarcinoma AJCC v7|Stage IIIA Gallbladder Cancer AJCC v7|Stage IIIB Gallbladder Cancer AJCC v7|Stage IVA Gallbladder Cancer AJCC v7|Stage IVA Intrahepatic Cholangiocarcinoma AJCC v7|Stage IVB Gallbladder Cancer AJCC v7|Stage IVB Intrahepatic Cholangiocarcinoma AJCC v7|Unresectable Extrahepatic Bile Duct Carcinoma|Unresectable Gallbladder Carcinoma,Cisplatin|Gemcitabine Hydrochloride|Laboratory Biomarker Analysis|Nab-paclitaxel,DRUG|OTHER,1,2,18 Years,,ALL,False,M.D. Anderson Cancer Center,OTHER,1,3,United States
NCT02927145,"A Challenge Study to Assess the Safety, Immunogenicity and Efficacy of a Malaria Vaccine Candidate","A Phase I/IIa Clinical Trial to Assess the Safety, Immunogenicity and Efficacy of the Blood-stage Plasmodium Falciparum Malaria Vaccine Candidate RH5.1/AS01",COMPLETED,2016-10-17,2019-06-27,2022-02-18,INTERVENTIONAL,PHASE1|PHASE2,88.0,ACTUAL,NON_RANDOMIZED,PARALLEL,PREVENTION,NONE,Malaria,RH5.1/ ASO1,BIOLOGICAL,3,3,18 Years,45 Years,ALL,True,University of Oxford,OTHER,0,2,United Kingdom
NCT05297045,A Study of Oral GLP1RA RGT001-075 in Adults With Type 2 Diabetes,"A Phase 2, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Dose-Ranging Study of Oral RGT001-075 in Adult Patients With Uncontrollable Type 2 Diabetes Mellitus on Metformin Therapy",TERMINATED,2022-03-29,2023-05-30,2023-11-18,INTERVENTIONAL,PHASE2,17.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Type 2 Diabetes Mellitus,RGT001-075|Placebo,DRUG|OTHER,1,37,18 Years,75 Years,ALL,False,Regor Pharmaceuticals Inc.,INDUSTRY,0,1,United States
NCT04625972,"Phase III Double-blind, Placebo-controlled Study of AZD7442 for Post- Exposure Prophylaxis of COVID-19 in Adults","A Phase III Randomized, Double-blind, Placebo-controlled, Multi-center Study in Adults to Determine the Safety and Efficacy of AZD7442, a Combination Product of Two Monoclonal Antibodies (AZD8895 and AZD1061), for Post-exposure Prophylaxis of COVID-19",COMPLETED,2020-12-02,2022-07-25,2023-11-21,INTERVENTIONAL,PHASE3,1131.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,COVID-19,AZD7442|Placebo,DRUG,2,6,18 Years,120 Years,ALL,False,AstraZeneca,INDUSTRY,1,57,United States|United Kingdom
NCT04480372,SAKK 17/18 (ORIGIN) MPM & NSCLC >1st Line Gemci & Atezo Ph II,"Overcoming Resistance to Immunotherapy Combining Gemcitabine With Atezolizumab in Advanced NSCLC and Mesothelioma Progressing Under Immune-checkpoint Inhibitors or Gemcitabine. A Multicenter, Single-arm, Open Label Phase II Trial With Two Cohorts",COMPLETED,2021-03-17,2024-04-03,2024-07-01,INTERVENTIONAL,PHASE2,68.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Malignant Pleural Mesothelioma|Non-small Cell Lung Cancer,Gemcitabine|Atezolizumab,DRUG,2,12,18 Years,,ALL,False,Swiss Cancer Institute,OTHER,0,12,Switzerland
NCT04451772,A Study of the Safety of Oral Elsubrutinib Capsules and Oral Upadacitinib Tablets Given Alone or in Combination (ABBV-599) for Adult Participants With Moderately to Severely Active Systemic Lupus Erythematosus to Assess Change in Disease State,"A Phase 2, Long-Term Extension (LTE) Study With Elsubrutinib and Upadacitinib Given Alone or in Combination (ABBV-599) in Subjects With Moderately to Severely Active Systemic Lupus Erythematosus Who Have Completed the M19-130 Phase 2 Randomized Controlled Trial (RCT)",COMPLETED,2020-07-27,2024-01-03,2025-01-14,INTERVENTIONAL,PHASE2,185.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Systemic Lupus Erythematosus (SLE),Elsubrutinib|Placebo for Elsubrutinib|Upadacitinib|Placebo for Upadacitinib,DRUG,1,4,18 Years,65 Years,ALL,False,AbbVie,INDUSTRY,0,87,Japan|United States|China|Australia|Colombia|Italy|Puerto Rico|South Korea|Spain|Argentina|United Kingdom|Hungary|Taiwan|Poland|Germany|New Zealand|Mexico|Bulgaria
NCT02258295,Hyaluronate Injection for Lateral Epicondylitis,Hyaluronate Injection for Lateral Epicondylitis: A Double-blind Randomized Controlled Trial,COMPLETED,2017-01-18,2019-09-01,2020-04-24,INTERVENTIONAL,PHASE3,35.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,DOUBLE,Tennis Elbow,Intragel|Saline,DRUG,1,2,18 Years,80 Years,ALL,False,Shaare Zedek Medical Center,OTHER,0,1,Israel
NCT01908595,Long Term Study to Evaluate Safety and Efficacy of M518101 in Subjects With Plaque Psoriasis,"An Open-label, Multi-center, Long-term Study to Evaluate the Safety and Efficacy of M518101 in Subjects With Plaque Psoriasis",COMPLETED,2013-08,2015-05,2015-09-02,INTERVENTIONAL,PHASE3,480.0,ACTUAL,NON_RANDOMIZED,SINGLE_GROUP,TREATMENT,NONE,Psoriasis,M518101,DRUG,1,0,18 Years,,ALL,False,Maruho North America Inc.,INDUSTRY,0,31,United States
NCT05174039,"An Open-label Safety, Pharmacokinetic, and Efficacy Study of Miglustat for the Treatment of Subjects With Batten Ceroid Lipofuscinosis, Neuronal 3 (CLN3) Disease","An Open-label Safety, Pharmacokinetic, and Efficacy Study of the Combination of Miglustat for the Treatment of CLN3 Disease in Patients 17 Years of Age and Older",COMPLETED,2022-03-10,2024-05-30,2025-09-09,INTERVENTIONAL,PHASE1|PHASE2,6.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Batten Disease,Miglustat 100 milligrams (mg) Oral Capsule,DRUG,1,6,17 Years,,ALL,False,Beyond Batten Disease Foundation,OTHER,1,1,United States
NCT04399239,AuriNovo for Auricular Reconstruction,"A Multicenter, Single Arm, Prospective, Open-Label, Staged Study of the Safety and Efficacy of the AuriNovo Construct for Auricular Reconstruction in Subjects With Unilateral Microtia",TERMINATED,2021-08-09,2023-05-18,2024-03-04,INTERVENTIONAL,PHASE1|PHASE2,2.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Microtia,AuriNovo,COMBINATION_PRODUCT,3,0,6 Years,25 Years,ALL,False,3DBio Therapeutics,INDUSTRY,0,2,United States
NCT05144139,A Phase I/II Clinical Trial in Healthy People Aged 18 Years and Above,"A Phase I/II Clinical Trial to Evaluate the Safety, Immunogenicity and Immune Persistence of COVID-19 mRNA Vaccine in Healthy People Aged 18 Years and Above.",COMPLETED,2021-12-03,2022-11-11,2022-12-28,INTERVENTIONAL,PHASE1|PHASE2,480.0,ACTUAL,RANDOMIZED,SEQUENTIAL,PREVENTION,DOUBLE,COVID-19 Pandemic,COVID-19 mRNA vaccine,BIOLOGICAL,3,3,18 Years,,ALL,True,Stemirna Therapeutics,INDUSTRY,0,1,Laos
NCT06060977,"A Study to Evaluate the Safety, Pharmacokinetics and Efficacy of IMG-007 in Adult Alopecia Areata Participants","A Phase 1b/2a Study to Evaluate the Safety, Pharmacokinetics and Efficacy of IMG-007 in Adult Alopecia Areata Participants With 50% or Greater Scalp Hair Loss",COMPLETED,2023-09-25,2025-01-14,2025-04-30,INTERVENTIONAL,PHASE1|PHASE2,29.0,ACTUAL,NON_RANDOMIZED,SEQUENTIAL,TREATMENT,NONE,Alopecia Areata (AA),IMG-007,DRUG,1,1,18 Years,65 Years,ALL,False,Inmagene LLC,INDUSTRY,0,17,Canada|United States
NCT04427501,A Study of LY3819253 (LY-CoV555) and LY3832479 (LY-CoV016) in Participants With Mild to Moderate COVID-19 Illness,"A Randomized, Double-blind, Placebo-Controlled, Phase 2/3 Study to Evaluate the Efficacy and Safety of LY3819253 and LY3832479 in Participants With Mild to Moderate COVID-19 Illness",COMPLETED,2020-06-17,2023-02-21,2024-04-11,INTERVENTIONAL,PHASE2|PHASE3,3307.0,ACTUAL,RANDOMIZED,SEQUENTIAL,TREATMENT,DOUBLE,COVID-19,LY3819253|LY3832479|LY3853113|Placebo,DRUG,7,19,0 Years,,ALL,False,Eli Lilly and Company,INDUSTRY,2,12,United States
NCT05157412,Role of Doxycycline in Chronic Rhinosinusitis With Nasal Polyps,Role of Doxycycline in the Management of Patients With Chronic Rhinosinusitis With Nasal Polyps,COMPLETED,2021-07-01,2024-01-01,2024-08-13,INTERVENTIONAL,PHASE3,60.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,NONE,Nasal Polyps|Chronic Rhinosinusitis With Nasal Polyps,Doxycycline 100 mg Oral Tablet|Prednisolone 20 mg,DRUG,2,2,18 Years,80 Years,ALL,False,Assiut University,OTHER,0,1,Egypt
NCT02274766,Efficacy and Safety Study of ADS-5102 in PD Patients With Levodopa-Induced Dyskinesia,ADS-5102 (Amantadine HCl) Extended Release Efficacy and Safety Study in Parkinson's Disease Patients With Levodopa-Induced Dyskinesia (EASE LID 3 Study),COMPLETED,2014-10,2016-03-10,2018-01-10,INTERVENTIONAL,PHASE3,77.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Dyskinesia|Levodopa-Induced Dyskinesia (LID)|Parkinson's Disease (PD),ADS-5102|Placebo,DRUG|OTHER,1,1,30 Years,85 Years,ALL,False,"Adamas Pharmaceuticals, Inc.",INDUSTRY,0,51,Spain|United States|France|Germany|Austria
NCT02793622,Prevention of Malaria in HIV-uninfected Pregnant Women and Infants,Prevention of Malaria in HIV-uninfected Pregnant Women and Infants,COMPLETED,2016-09,2018-12-04,2021-04-14,INTERVENTIONAL,PHASE3,782.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,QUADRUPLE,Malaria,Monthly Sulfadoxine-Pyrimethamine (SP) During Pregnancy|Monthly Dihydroartemisinin-Piperaquine (DP) During Pregnancy,DRUG,3,11,16 Years,,FEMALE,True,"University of California, San Francisco",OTHER,2,1,Uganda
NCT01165229,"Study to Evaluate Efficacy, Safety and Immunogenicity of GlaxoSmithKline (GSK) Biologicals' Herpes Zoster (HZ) Vaccine GSK1437173A in Adults Aged 70 Years and Older","Efficacy, Safety and Immunogenicity Study of GSK Biologicals' Herpes Zoster Vaccine GSK1437173A in Adults Aged 70 Years or Older",COMPLETED,2010-08-02,2015-07-24,2020-04-27,INTERVENTIONAL,PHASE3,14819.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,TRIPLE,Herpes Zoster|Herpes Zoster Vaccine,Herpes Zoster Vaccine GSK1437173A|Placebo,BIOLOGICAL,3,27,70 Years,,ALL,True,GlaxoSmithKline,INDUSTRY,0,213,Canada|United States|Australia|Italy|Japan|Mexico|Spain|Hong Kong|Finland|South Korea|France|United Kingdom|Taiwan|Germany|Czechia|Sweden|Estonia|Brazil
NCT04101331,Phase II Study to Assess AFM13 in Patients With R/R CD30-positive T-cell Lymphoma or Transformed Mycosis Fungoides,A Phase II Open-label Multicenter Study to Assess the Efficacy and Safety of AFM13 in Patients With Relapsed or Refractory CD30-positive Peripheral T-cell Lymphoma or Transformed Mycosis Fungoides (REDIRECT),COMPLETED,2019-11-13,2024-01-11,2024-11-05,INTERVENTIONAL,PHASE2,108.0,ACTUAL,,SINGLE_GROUP,TREATMENT,NONE,Peripheral T Cell Lymphoma|Transformed Mycosis Fungoides,AFM13,DRUG,1,16,18 Years,,ALL,False,Affimed GmbH,INDUSTRY,0,69,Spain|United States|Australia|Italy|South Korea|Russia|France|Poland|Germany|Turkey (Türkiye)
NCT01566331,Safe Delivery Using a Belt on the Belly of Pregnant Woman,Safe Natural Delivery by Using a New Inflatable Ergonomic Three Chambers Belt,COMPLETED,2011-01,2011-03,2016-12-12,INTERVENTIONAL,PHASE2,80.0,ACTUAL,RANDOMIZED,PARALLEL,HEALTH_SERVICES_RESEARCH,SINGLE,Other Obstetric Trauma - Delivered,Baby-guardTM,DEVICE,1,0,23 Years,42 Years,FEMALE,True,University of Padova,OTHER,1,1,Italy
NCT01662037,Bosentan Therapy in Children With Functional Single Ventricle,Bosentan Therapy for High Risk Staged Fontan Procedure in Children With Functional Single Ventricle,COMPLETED,2010-01,2012-06,2012-08-10,INTERVENTIONAL,PHASE2,34.0,ACTUAL,NON_RANDOMIZED,PARALLEL,TREATMENT,NONE,Congenital Heart Defects|Functional Single Ventricle,Bosentan,DRUG,1,2,4 Months,18 Years,ALL,False,Shanghai Jiao Tong University School of Medicine,OTHER,0,1,China
NCT02366637,An Evaluation Of PF-03715455 In Moderate To Severe Chronic Obstructive Pulmonary Disease,"A Randomized, Double-blind, Placebo-controlled 2-way Crossover Study To Evaluate The Efficacy, Safety And Tolerability Of Pf-03715455 Administered Twice Daily By Inhalation For 4 Weeks In Subjects With Moderate To Severe Chronic Obstructive Pulmonary Disease (Copd)",TERMINATED,2015-01,2015-05,2016-07-06,INTERVENTIONAL,PHASE2,13.0,ACTUAL,RANDOMIZED,CROSSOVER,TREATMENT,TRIPLE,"Pulmonary Disease, Chronic Obstructive",Placebo|PF-03715455,DRUG,1,5,40 Years,80 Years,ALL,False,Pfizer,INDUSTRY,0,5,United Kingdom
NCT01541345,Lateral Ridge Augmentation Using Autogenous Bone Blocks or Xenogenic Bone Block Grafts Loaded With Recombinant Human Bone Morphogenic Protein 2,"A Phase III, Randomized, Controlled Clinical Trial of Lateral Ridge Augmentation Using Autogenous Bone Blocks or Xenogenic Bone Block Grafts Loaded With Recombinant Human Bone Morphogenic Protein 2",COMPLETED,2011-02,2019-06-04,2021-12-02,INTERVENTIONAL,PHASE3,24.0,ACTUAL,RANDOMIZED,PARALLEL,SUPPORTIVE_CARE,NONE,Missing Teeth,Autogenous bone graft|InductOs|Augmentation surgery,PROCEDURE|DRUG|DEVICE,1,3,20 Years,75 Years,ALL,False,University of Zurich,OTHER,0,2,Switzerland|Austria
NCT03343145,"A Study to Evaluate the Efficacy, Safety and Immunogenicity of Leucostim® Versus Neupogen® in Breast Cancer Patients","A Randomized, Open-label, Active-controlled, Multi-center, Phase III Study to Evaluate the Efficacy, Safety and Immunogenicity of Leucostim® Versus Neupogen® in Breast Cancer Patients Receiving Myelosuppressive Chemotherapy",COMPLETED,2017-01-12,2019-07-29,2020-12-28,INTERVENTIONAL,PHASE3,143.0,ACTUAL,RANDOMIZED,PARALLEL,PREVENTION,NONE,Breast Cancer,Leucostim 5µg/kg/day|Neupogen 5µg/kg/day,BIOLOGICAL,1,3,18 Years,70 Years,FEMALE,False,"Dong-A ST Co., Ltd.",INDUSTRY,0,1,Indonesia
NCT04571645,Dociparstat in Combination With Standard Chemotherapy for the Treatment of Acute Myeloid Leukemia,"A Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Dociparstat Sodium in Combination With Standard Chemotherapy for the Treatment of Newly Diagnosed Acute Myeloid Leukemia",TERMINATED,2021-04-30,2022-05-16,2024-04-15,INTERVENTIONAL,PHASE3,9.0,ACTUAL,RANDOMIZED,PARALLEL,TREATMENT,QUADRUPLE,Acute Myeloid Leukemia,Dociparstat|Control,DRUG|OTHER,1,0,18 Years,,ALL,False,Jazz Pharmaceuticals,INDUSTRY,0,14,United States
